ID,Worry,Select
137,daily_worry_height,0
138,daily_worry_height,0
139,daily_worry_height,0
140,daily_worry_height,0
141,daily_worry_height,0
142,daily_worry_height,0
143,daily_worry_height,0
144,daily_worry_height,0
145,daily_worry_height,0
146,daily_worry_height,0
147,daily_worry_height,0
148,daily_worry_height,0
149,daily_worry_height,0
150,daily_worry_height,0
151,daily_worry_height,0
152,daily_worry_height,0
153,daily_worry_height,0
154,daily_worry_height,0
155,daily_worry_height,0
156,daily_worry_height,0
157,daily_worry_height,0
158,daily_worry_height,0
159,daily_worry_height,0
160,daily_worry_height,0
161,daily_worry_height,0
162,daily_worry_height,0
163,daily_worry_height,0
164,daily_worry_height,0
165,daily_worry_height,0
166,daily_worry_height,0
167,daily_worry_height,0
168,daily_worry_height,0
169,daily_worry_height,1
170,daily_worry_height,0
171,daily_worry_height,0
172,daily_worry_height,0
173,daily_worry_height,0
174,daily_worry_height,0
175,daily_worry_height,0
176,daily_worry_height,0
177,daily_worry_height,0
178,daily_worry_height,0
179,daily_worry_height,0
180,daily_worry_height,0
181,daily_worry_height,0
182,daily_worry_height,0
183,daily_worry_height,0
184,daily_worry_height,0
185,daily_worry_height,0
186,daily_worry_height,0
187,daily_worry_height,0
188,daily_worry_height,0
189,daily_worry_height,0
190,daily_worry_height,0
191,daily_worry_height,0
192,daily_worry_height,0
193,daily_worry_height,0
194,daily_worry_height,0
195,daily_worry_height,0
196,daily_worry_height,0
197,daily_worry_height,0
198,daily_worry_height,0
199,daily_worry_height,0
200,daily_worry_height,0
201,daily_worry_height,0
202,daily_worry_height,0
203,daily_worry_height,0
204,daily_worry_height,0
205,daily_worry_height,0
206,daily_worry_height,0
207,daily_worry_height,0
208,daily_worry_height,0
209,daily_worry_height,0
210,daily_worry_height,0
211,daily_worry_height,0
212,daily_worry_height,0
213,daily_worry_height,0
214,daily_worry_height,0
215,daily_worry_height,0
216,daily_worry_height,0
217,daily_worry_height,0
218,daily_worry_height,0
219,daily_worry_height,0
220,daily_worry_height,0
221,daily_worry_height,0
222,daily_worry_height,0
223,daily_worry_height,0
224,daily_worry_height,0
225,daily_worry_height,0
226,daily_worry_height,0
227,daily_worry_height,0
228,daily_worry_height,0
229,daily_worry_height,0
230,daily_worry_height,0
231,daily_worry_height,0
232,daily_worry_height,0
233,daily_worry_height,0
234,daily_worry_height,0
235,daily_worry_height,0
236,daily_worry_height,0
237,daily_worry_height,0
238,daily_worry_height,0
239,daily_worry_height,0
240,daily_worry_height,0
241,daily_worry_height,0
242,daily_worry_height,0
243,daily_worry_height,0
244,daily_worry_height,0
245,daily_worry_height,1
246,daily_worry_height,0
247,daily_worry_height,0
248,daily_worry_height,0
249,daily_worry_height,0
250,daily_worry_height,0
251,daily_worry_height,0
252,daily_worry_height,0
253,daily_worry_height,1
254,daily_worry_height,0
255,daily_worry_height,0
256,daily_worry_height,0
257,daily_worry_height,0
258,daily_worry_height,0
259,daily_worry_height,0
260,daily_worry_height,0
261,daily_worry_height,0
262,daily_worry_height,0
263,daily_worry_height,0
264,daily_worry_height,0
265,daily_worry_height,0
266,daily_worry_height,1
267,daily_worry_height,0
268,daily_worry_height,0
269,daily_worry_height,0
270,daily_worry_height,0
271,daily_worry_height,0
272,daily_worry_height,0
273,daily_worry_height,0
274,daily_worry_height,0
275,daily_worry_height,0
276,daily_worry_height,0
277,daily_worry_height,1
278,daily_worry_height,0
279,daily_worry_height,0
280,daily_worry_height,0
281,daily_worry_height,0
282,daily_worry_height,0
283,daily_worry_height,0
284,daily_worry_height,0
285,daily_worry_height,0
286,daily_worry_height,0
287,daily_worry_height,0
288,daily_worry_height,0
289,daily_worry_height,0
290,daily_worry_height,0
291,daily_worry_height,0
292,daily_worry_height,0
293,daily_worry_height,0
294,daily_worry_height,0
295,daily_worry_height,0
296,daily_worry_height,0
297,daily_worry_height,0
298,daily_worry_height,0
299,daily_worry_height,0
300,daily_worry_height,0
301,daily_worry_height,0
302,daily_worry_height,1
303,daily_worry_height,0
304,daily_worry_height,0
305,daily_worry_height,0
306,daily_worry_height,0
307,daily_worry_height,0
308,daily_worry_height,1
309,daily_worry_height,0
310,daily_worry_height,0
311,daily_worry_height,0
312,daily_worry_height,0
313,daily_worry_height,0
314,daily_worry_height,0
315,daily_worry_height,0
316,daily_worry_height,0
317,daily_worry_height,0
318,daily_worry_height,0
319,daily_worry_height,0
320,daily_worry_height,0
321,daily_worry_height,0
322,daily_worry_height,0
323,daily_worry_height,0
324,daily_worry_height,0
325,daily_worry_height,0
326,daily_worry_height,0
327,daily_worry_height,0
328,daily_worry_height,0
329,daily_worry_height,0
330,daily_worry_height,0
331,daily_worry_height,0
332,daily_worry_height,0
333,daily_worry_height,1
334,daily_worry_height,0
335,daily_worry_height,0
336,daily_worry_height,0
337,daily_worry_height,0
338,daily_worry_height,0
339,daily_worry_height,0
340,daily_worry_height,0
341,daily_worry_height,1
342,daily_worry_height,0
343,daily_worry_height,0
344,daily_worry_height,0
345,daily_worry_height,0
346,daily_worry_height,0
347,daily_worry_height,0
348,daily_worry_height,0
349,daily_worry_height,0
350,daily_worry_height,0
351,daily_worry_height,0
352,daily_worry_height,0
353,daily_worry_height,0
354,daily_worry_height,0
355,daily_worry_height,0
356,daily_worry_height,0
357,daily_worry_height,0
358,daily_worry_height,0
359,daily_worry_height,1
360,daily_worry_height,0
361,daily_worry_height,0
362,daily_worry_height,0
363,daily_worry_height,0
364,daily_worry_height,0
365,daily_worry_height,0
366,daily_worry_height,0
367,daily_worry_height,0
368,daily_worry_height,0
369,daily_worry_height,0
370,daily_worry_height,0
371,daily_worry_height,0
372,daily_worry_height,0
373,daily_worry_height,0
374,daily_worry_height,0
375,daily_worry_height,0
376,daily_worry_height,0
377,daily_worry_height,0
378,daily_worry_height,0
379,daily_worry_height,0
380,daily_worry_height,0
381,daily_worry_height,0
382,daily_worry_height,0
383,daily_worry_height,0
384,daily_worry_height,0
385,daily_worry_height,0
386,daily_worry_height,0
387,daily_worry_height,0
388,daily_worry_height,0
389,daily_worry_height,0
390,daily_worry_height,0
391,daily_worry_height,0
392,daily_worry_height,0
393,daily_worry_height,0
394,daily_worry_height,0
395,daily_worry_height,0
396,daily_worry_height,0
397,daily_worry_height,0
398,daily_worry_height,0
399,daily_worry_height,0
400,daily_worry_height,0
401,daily_worry_height,0
402,daily_worry_height,0
403,daily_worry_height,0
404,daily_worry_height,0
405,daily_worry_height,0
406,daily_worry_height,1
407,daily_worry_height,0
408,daily_worry_height,0
409,daily_worry_height,0
410,daily_worry_height,0
411,daily_worry_height,0
412,daily_worry_height,0
413,daily_worry_height,0
414,daily_worry_height,0
415,daily_worry_height,0
416,daily_worry_height,0
417,daily_worry_height,0
418,daily_worry_height,1
419,daily_worry_height,0
420,daily_worry_height,0
421,daily_worry_height,0
422,daily_worry_height,0
423,daily_worry_height,0
424,daily_worry_height,1
425,daily_worry_height,0
426,daily_worry_height,0
427,daily_worry_height,0
428,daily_worry_height,0
429,daily_worry_height,0
430,daily_worry_height,0
431,daily_worry_height,1
432,daily_worry_height,0
433,daily_worry_height,0
434,daily_worry_height,0
435,daily_worry_height,0
436,daily_worry_height,0
437,daily_worry_height,0
438,daily_worry_height,0
439,daily_worry_height,0
440,daily_worry_height,0
441,daily_worry_height,0
442,daily_worry_height,0
443,daily_worry_height,0
444,daily_worry_height,1
445,daily_worry_height,0
446,daily_worry_height,0
447,daily_worry_height,0
448,daily_worry_height,0
449,daily_worry_height,0
450,daily_worry_height,0
451,daily_worry_height,0
452,daily_worry_height,0
453,daily_worry_height,0
454,daily_worry_height,0
455,daily_worry_height,0
456,daily_worry_height,0
457,daily_worry_height,0
458,daily_worry_height,0
459,daily_worry_height,0
460,daily_worry_height,0
461,daily_worry_height,0
462,daily_worry_height,0
463,daily_worry_height,0
464,daily_worry_height,0
465,daily_worry_height,0
466,daily_worry_height,0
467,daily_worry_height,0
468,daily_worry_height,0
469,daily_worry_height,0
470,daily_worry_height,0
471,daily_worry_height,0
472,daily_worry_height,0
473,daily_worry_height,0
474,daily_worry_height,0
475,daily_worry_height,0
476,daily_worry_height,0
477,daily_worry_height,0
478,daily_worry_height,0
479,daily_worry_height,0
480,daily_worry_height,0
481,daily_worry_height,0
482,daily_worry_height,0
483,daily_worry_height,0
484,daily_worry_height,0
485,daily_worry_height,0
486,daily_worry_height,0
487,daily_worry_height,0
488,daily_worry_height,0
489,daily_worry_height,0
490,daily_worry_height,0
491,daily_worry_height,0
492,daily_worry_height,0
493,daily_worry_height,0
494,daily_worry_height,0
495,daily_worry_height,0
496,daily_worry_height,0
497,daily_worry_height,0
498,daily_worry_height,0
499,daily_worry_height,0
500,daily_worry_height,0
501,daily_worry_height,0
502,daily_worry_height,0
503,daily_worry_height,0
504,daily_worry_height,0
505,daily_worry_height,0
506,daily_worry_height,0
507,daily_worry_height,0
508,daily_worry_height,0
509,daily_worry_height,0
510,daily_worry_height,0
511,daily_worry_height,0
512,daily_worry_height,0
513,daily_worry_height,0
514,daily_worry_height,0
515,daily_worry_height,0
516,daily_worry_height,0
517,daily_worry_height,0
518,daily_worry_height,0
519,daily_worry_height,0
520,daily_worry_height,0
521,daily_worry_height,0
522,daily_worry_height,0
523,daily_worry_height,0
524,daily_worry_height,0
525,daily_worry_height,0
526,daily_worry_height,0
527,daily_worry_height,0
528,daily_worry_height,0
529,daily_worry_height,0
530,daily_worry_height,0
531,daily_worry_height,0
532,daily_worry_height,0
533,daily_worry_height,0
534,daily_worry_height,0
535,daily_worry_height,0
536,daily_worry_height,1
537,daily_worry_height,0
538,daily_worry_height,0
539,daily_worry_height,0
540,daily_worry_height,0
541,daily_worry_height,0
542,daily_worry_height,0
543,daily_worry_height,0
544,daily_worry_height,0
545,daily_worry_height,0
546,daily_worry_height,0
547,daily_worry_height,0
548,daily_worry_height,0
549,daily_worry_height,0
550,daily_worry_height,0
551,daily_worry_height,0
552,daily_worry_height,0
553,daily_worry_height,0
554,daily_worry_height,0
555,daily_worry_height,0
556,daily_worry_height,0
557,daily_worry_height,0
558,daily_worry_height,0
559,daily_worry_height,0
560,daily_worry_height,0
561,daily_worry_height,0
562,daily_worry_height,0
563,daily_worry_height,0
564,daily_worry_height,0
565,daily_worry_height,0
566,daily_worry_height,0
567,daily_worry_height,0
568,daily_worry_height,0
569,daily_worry_height,0
570,daily_worry_height,0
571,daily_worry_height,0
572,daily_worry_height,0
573,daily_worry_height,1
574,daily_worry_height,0
575,daily_worry_height,0
576,daily_worry_height,0
577,daily_worry_height,0
578,daily_worry_height,0
579,daily_worry_height,0
580,daily_worry_height,0
581,daily_worry_height,0
582,daily_worry_height,1
583,daily_worry_height,0
584,daily_worry_height,0
585,daily_worry_height,0
586,daily_worry_height,0
587,daily_worry_height,0
588,daily_worry_height,0
589,daily_worry_height,0
590,daily_worry_height,0
591,daily_worry_height,0
592,daily_worry_height,0
593,daily_worry_height,0
594,daily_worry_height,0
595,daily_worry_height,0
596,daily_worry_height,0
597,daily_worry_height,0
598,daily_worry_height,0
599,daily_worry_height,0
600,daily_worry_height,1
601,daily_worry_height,0
602,daily_worry_height,0
603,daily_worry_height,0
604,daily_worry_height,0
605,daily_worry_height,0
606,daily_worry_height,0
607,daily_worry_height,0
608,daily_worry_height,0
609,daily_worry_height,0
610,daily_worry_height,0
611,daily_worry_height,0
612,daily_worry_height,0
613,daily_worry_height,1
614,daily_worry_height,0
615,daily_worry_height,0
616,daily_worry_height,0
617,daily_worry_height,0
618,daily_worry_height,0
619,daily_worry_height,0
620,daily_worry_height,0
621,daily_worry_height,0
622,daily_worry_height,0
623,daily_worry_height,0
624,daily_worry_height,0
625,daily_worry_height,0
626,daily_worry_height,0
627,daily_worry_height,0
628,daily_worry_height,0
629,daily_worry_height,0
630,daily_worry_height,0
631,daily_worry_height,0
632,daily_worry_height,0
633,daily_worry_height,1
634,daily_worry_height,0
635,daily_worry_height,0
636,daily_worry_height,0
637,daily_worry_height,0
638,daily_worry_height,0
639,daily_worry_height,0
640,daily_worry_height,0
641,daily_worry_height,0
642,daily_worry_height,0
643,daily_worry_height,0
644,daily_worry_height,0
645,daily_worry_height,0
646,daily_worry_height,0
647,daily_worry_height,0
648,daily_worry_height,0
649,daily_worry_height,0
650,daily_worry_height,0
651,daily_worry_height,0
652,daily_worry_height,0
653,daily_worry_height,0
654,daily_worry_height,0
655,daily_worry_height,0
656,daily_worry_height,0
657,daily_worry_height,0
658,daily_worry_height,0
659,daily_worry_height,0
660,daily_worry_height,0
661,daily_worry_height,1
662,daily_worry_height,0
663,daily_worry_height,0
664,daily_worry_height,0
665,daily_worry_height,0
666,daily_worry_height,0
667,daily_worry_height,0
668,daily_worry_height,0
669,daily_worry_height,0
670,daily_worry_height,0
671,daily_worry_height,0
672,daily_worry_height,0
673,daily_worry_height,0
674,daily_worry_height,0
675,daily_worry_height,0
676,daily_worry_height,0
677,daily_worry_height,0
678,daily_worry_height,0
679,daily_worry_height,0
680,daily_worry_height,0
681,daily_worry_height,0
682,daily_worry_height,0
683,daily_worry_height,0
684,daily_worry_height,0
685,daily_worry_height,0
686,daily_worry_height,0
687,daily_worry_height,0
688,daily_worry_height,0
689,daily_worry_height,0
690,daily_worry_height,0
691,daily_worry_height,0
692,daily_worry_height,0
693,daily_worry_height,0
694,daily_worry_height,0
695,daily_worry_height,0
696,daily_worry_height,0
697,daily_worry_height,0
698,daily_worry_height,0
699,daily_worry_height,0
700,daily_worry_height,0
701,daily_worry_height,0
702,daily_worry_height,0
703,daily_worry_height,0
704,daily_worry_height,0
705,daily_worry_height,0
706,daily_worry_height,0
707,daily_worry_height,0
708,daily_worry_height,0
709,daily_worry_height,0
710,daily_worry_height,0
711,daily_worry_height,0
712,daily_worry_height,0
713,daily_worry_height,0
714,daily_worry_height,0
715,daily_worry_height,0
716,daily_worry_height,0
717,daily_worry_height,0
718,daily_worry_height,0
719,daily_worry_height,0
720,daily_worry_height,0
721,daily_worry_height,0
722,daily_worry_height,0
723,daily_worry_height,0
724,daily_worry_height,0
725,daily_worry_height,1
726,daily_worry_height,0
727,daily_worry_height,0
728,daily_worry_height,0
729,daily_worry_height,0
730,daily_worry_height,0
731,daily_worry_height,0
732,daily_worry_height,0
733,daily_worry_height,0
734,daily_worry_height,0
735,daily_worry_height,0
736,daily_worry_height,0
737,daily_worry_height,0
738,daily_worry_height,0
739,daily_worry_height,0
740,daily_worry_height,0
741,daily_worry_height,0
742,daily_worry_height,0
743,daily_worry_height,0
744,daily_worry_height,0
745,daily_worry_height,0
746,daily_worry_height,0
747,daily_worry_height,0
748,daily_worry_height,0
749,daily_worry_height,0
750,daily_worry_height,0
751,daily_worry_height,0
752,daily_worry_height,0
753,daily_worry_height,0
754,daily_worry_height,0
755,daily_worry_height,0
756,daily_worry_height,0
757,daily_worry_height,0
758,daily_worry_height,0
759,daily_worry_height,0
760,daily_worry_height,0
761,daily_worry_height,1
762,daily_worry_height,0
763,daily_worry_height,0
764,daily_worry_height,0
765,daily_worry_height,0
766,daily_worry_height,0
767,daily_worry_height,0
768,daily_worry_height,0
769,daily_worry_height,0
770,daily_worry_height,0
771,daily_worry_height,0
772,daily_worry_height,0
773,daily_worry_height,0
774,daily_worry_height,0
775,daily_worry_height,0
776,daily_worry_height,0
777,daily_worry_height,0
778,daily_worry_height,0
779,daily_worry_height,0
780,daily_worry_height,0
781,daily_worry_height,0
782,daily_worry_height,0
783,daily_worry_height,0
784,daily_worry_height,0
785,daily_worry_height,0
786,daily_worry_height,0
787,daily_worry_height,0
788,daily_worry_height,0
789,daily_worry_height,0
790,daily_worry_height,0
791,daily_worry_height,0
792,daily_worry_height,0
793,daily_worry_height,0
794,daily_worry_height,0
795,daily_worry_height,0
796,daily_worry_height,0
797,daily_worry_height,0
798,daily_worry_height,0
799,daily_worry_height,0
800,daily_worry_height,0
801,daily_worry_height,0
802,daily_worry_height,0
803,daily_worry_height,0
804,daily_worry_height,0
805,daily_worry_height,0
806,daily_worry_height,0
807,daily_worry_height,0
808,daily_worry_height,0
809,daily_worry_height,0
810,daily_worry_height,0
811,daily_worry_height,0
812,daily_worry_height,0
813,daily_worry_height,0
814,daily_worry_height,0
815,daily_worry_height,0
816,daily_worry_height,0
817,daily_worry_height,0
818,daily_worry_height,1
819,daily_worry_height,0
820,daily_worry_height,0
821,daily_worry_height,0
822,daily_worry_height,0
823,daily_worry_height,0
824,daily_worry_height,0
825,daily_worry_height,0
826,daily_worry_height,0
827,daily_worry_height,0
828,daily_worry_height,0
829,daily_worry_height,0
830,daily_worry_height,0
831,daily_worry_height,0
832,daily_worry_height,0
833,daily_worry_height,0
834,daily_worry_height,0
835,daily_worry_height,0
836,daily_worry_height,0
837,daily_worry_height,0
838,daily_worry_height,0
839,daily_worry_height,0
840,daily_worry_height,0
841,daily_worry_height,0
842,daily_worry_height,0
843,daily_worry_height,0
844,daily_worry_height,0
845,daily_worry_height,0
846,daily_worry_height,0
847,daily_worry_height,0
848,daily_worry_height,0
849,daily_worry_height,0
850,daily_worry_height,0
851,daily_worry_height,0
852,daily_worry_height,0
853,daily_worry_height,0
854,daily_worry_height,0
855,daily_worry_height,0
856,daily_worry_height,0
857,daily_worry_height,0
858,daily_worry_height,0
859,daily_worry_height,0
860,daily_worry_height,0
861,daily_worry_height,0
862,daily_worry_height,0
863,daily_worry_height,0
864,daily_worry_height,0
865,daily_worry_height,0
866,daily_worry_height,0
867,daily_worry_height,0
868,daily_worry_height,0
869,daily_worry_height,0
870,daily_worry_height,0
871,daily_worry_height,0
872,daily_worry_height,0
873,daily_worry_height,0
874,daily_worry_height,0
875,daily_worry_height,0
876,daily_worry_height,0
877,daily_worry_height,0
878,daily_worry_height,0
879,daily_worry_height,0
880,daily_worry_height,0
881,daily_worry_height,0
882,daily_worry_height,0
883,daily_worry_height,0
884,daily_worry_height,0
885,daily_worry_height,0
886,daily_worry_height,0
887,daily_worry_height,0
888,daily_worry_height,0
889,daily_worry_height,0
890,daily_worry_height,0
891,daily_worry_height,0
892,daily_worry_height,0
893,daily_worry_height,0
894,daily_worry_height,1
895,daily_worry_height,0
896,daily_worry_height,0
897,daily_worry_height,0
898,daily_worry_height,1
899,daily_worry_height,0
900,daily_worry_height,0
901,daily_worry_height,0
902,daily_worry_height,0
903,daily_worry_height,0
904,daily_worry_height,1
905,daily_worry_height,0
906,daily_worry_height,0
907,daily_worry_height,0
908,daily_worry_height,0
909,daily_worry_height,0
910,daily_worry_height,0
911,daily_worry_height,0
912,daily_worry_height,0
913,daily_worry_height,0
914,daily_worry_height,0
915,daily_worry_height,0
916,daily_worry_height,0
917,daily_worry_height,0
918,daily_worry_height,0
919,daily_worry_height,0
920,daily_worry_height,0
921,daily_worry_height,0
922,daily_worry_height,0
923,daily_worry_height,0
924,daily_worry_height,0
925,daily_worry_height,0
926,daily_worry_height,0
927,daily_worry_height,0
928,daily_worry_height,0
929,daily_worry_height,0
930,daily_worry_height,0
931,daily_worry_height,0
932,daily_worry_height,0
933,daily_worry_height,0
934,daily_worry_height,0
935,daily_worry_height,1
936,daily_worry_height,0
937,daily_worry_height,0
938,daily_worry_height,0
939,daily_worry_height,0
940,daily_worry_height,0
941,daily_worry_height,0
942,daily_worry_height,0
943,daily_worry_height,0
944,daily_worry_height,0
945,daily_worry_height,0
946,daily_worry_height,1
947,daily_worry_height,0
948,daily_worry_height,0
949,daily_worry_height,0
950,daily_worry_height,0
951,daily_worry_height,0
952,daily_worry_height,0
953,daily_worry_height,0
954,daily_worry_height,1
955,daily_worry_height,0
956,daily_worry_height,0
957,daily_worry_height,0
958,daily_worry_height,0
959,daily_worry_height,0
960,daily_worry_height,0
961,daily_worry_height,1
962,daily_worry_height,0
963,daily_worry_height,0
964,daily_worry_height,0
965,daily_worry_height,0
966,daily_worry_height,0
967,daily_worry_height,0
968,daily_worry_height,0
969,daily_worry_height,0
970,daily_worry_height,0
971,daily_worry_height,0
972,daily_worry_height,0
973,daily_worry_height,0
974,daily_worry_height,0
975,daily_worry_height,0
976,daily_worry_height,0
977,daily_worry_height,0
978,daily_worry_height,0
979,daily_worry_height,0
980,daily_worry_height,0
981,daily_worry_height,0
982,daily_worry_height,0
983,daily_worry_height,0
984,daily_worry_height,0
985,daily_worry_height,0
986,daily_worry_height,0
987,daily_worry_height,0
988,daily_worry_height,0
989,daily_worry_height,0
990,daily_worry_height,0
991,daily_worry_height,0
992,daily_worry_height,0
993,daily_worry_height,0
994,daily_worry_height,0
995,daily_worry_height,0
996,daily_worry_height,0
997,daily_worry_height,0
998,daily_worry_height,0
999,daily_worry_height,0
1000,daily_worry_height,0
1001,daily_worry_height,0
1002,daily_worry_height,0
1003,daily_worry_height,0
1004,daily_worry_height,0
1005,daily_worry_height,0
1006,daily_worry_height,0
1007,daily_worry_height,0
1008,daily_worry_height,0
1009,daily_worry_height,0
1010,daily_worry_height,0
1011,daily_worry_height,0
1012,daily_worry_height,0
1013,daily_worry_height,0
1014,daily_worry_height,0
1015,daily_worry_height,0
1016,daily_worry_height,0
1017,daily_worry_height,0
1018,daily_worry_height,0
1019,daily_worry_height,0
1020,daily_worry_height,0
1021,daily_worry_height,0
1022,daily_worry_height,0
1023,daily_worry_height,0
1024,daily_worry_height,0
1025,daily_worry_height,0
1026,daily_worry_height,0
1027,daily_worry_height,0
1028,daily_worry_height,0
1029,daily_worry_height,0
1030,daily_worry_height,0
1031,daily_worry_height,0
1032,daily_worry_height,0
1033,daily_worry_height,0
1034,daily_worry_height,0
1035,daily_worry_height,0
1036,daily_worry_height,0
1037,daily_worry_height,0
1038,daily_worry_height,0
1039,daily_worry_height,0
1040,daily_worry_height,0
1041,daily_worry_height,0
1042,daily_worry_height,0
1043,daily_worry_height,0
1044,daily_worry_height,0
1045,daily_worry_height,0
1046,daily_worry_height,0
1047,daily_worry_height,0
1048,daily_worry_height,0
1049,daily_worry_height,0
1050,daily_worry_height,0
1051,daily_worry_height,0
1052,daily_worry_height,1
1053,daily_worry_height,0
1054,daily_worry_height,0
1055,daily_worry_height,0
1056,daily_worry_height,1
1057,daily_worry_height,0
1058,daily_worry_height,0
1059,daily_worry_height,0
1060,daily_worry_height,0
1061,daily_worry_height,0
1062,daily_worry_height,0
1063,daily_worry_height,0
1064,daily_worry_height,0
1065,daily_worry_height,0
1066,daily_worry_height,0
1067,daily_worry_height,0
1068,daily_worry_height,0
1069,daily_worry_height,0
1070,daily_worry_height,0
1071,daily_worry_height,0
1072,daily_worry_height,0
1073,daily_worry_height,0
1074,daily_worry_height,0
1075,daily_worry_height,0
1076,daily_worry_height,0
1077,daily_worry_height,0
1078,daily_worry_height,0
1079,daily_worry_height,0
1080,daily_worry_height,0
1081,daily_worry_height,0
1082,daily_worry_height,0
1083,daily_worry_height,0
1084,daily_worry_height,0
1085,daily_worry_height,0
1086,daily_worry_height,0
1087,daily_worry_height,0
1088,daily_worry_height,1
1089,daily_worry_height,0
1090,daily_worry_height,0
1091,daily_worry_height,0
1092,daily_worry_height,0
1093,daily_worry_height,0
1094,daily_worry_height,0
1095,daily_worry_height,0
1096,daily_worry_height,0
1097,daily_worry_height,0
1098,daily_worry_height,0
1099,daily_worry_height,0
1100,daily_worry_height,0
1101,daily_worry_height,0
1102,daily_worry_height,0
1103,daily_worry_height,0
1104,daily_worry_height,0
1105,daily_worry_height,0
1106,daily_worry_height,0
1107,daily_worry_height,0
1108,daily_worry_height,1
1109,daily_worry_height,0
1110,daily_worry_height,0
1111,daily_worry_height,0
1112,daily_worry_height,0
1113,daily_worry_height,0
1114,daily_worry_height,0
1115,daily_worry_height,0
1116,daily_worry_height,0
1117,daily_worry_height,0
1118,daily_worry_height,0
1119,daily_worry_height,0
1120,daily_worry_height,0
1121,daily_worry_height,0
1122,daily_worry_height,0
1123,daily_worry_height,0
1124,daily_worry_height,0
1125,daily_worry_height,0
1126,daily_worry_height,0
1127,daily_worry_height,0
1128,daily_worry_height,0
1129,daily_worry_height,0
1130,daily_worry_height,1
1131,daily_worry_height,0
1132,daily_worry_height,0
1133,daily_worry_height,0
1134,daily_worry_height,0
1135,daily_worry_height,0
1136,daily_worry_height,0
1137,daily_worry_height,0
1138,daily_worry_height,0
1139,daily_worry_height,0
1140,daily_worry_height,0
1141,daily_worry_height,0
1142,daily_worry_height,0
1143,daily_worry_height,0
1144,daily_worry_height,0
1145,daily_worry_height,1
1146,daily_worry_height,0
1147,daily_worry_height,0
1148,daily_worry_height,0
1149,daily_worry_height,0
1150,daily_worry_height,0
1151,daily_worry_height,0
1152,daily_worry_height,0
